生效日期,城市省份ID,城市名_中文,城市名_英文,胜利点,城市人口_原版无独立字段,人口口径,所属地区人口,所属地区ID,所属地区_中文,所属地区_英文,地区类型,地区建筑槽,本地补给,地区省份数,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,核心TAG,宣称TAG,省份类型,地形,是否沿海,大陆,大陆ID,省份RGB,地图X,地图高度Y,地图Z,地图旋转,地图缩放,是否补给节点,补给节点等级字段,铁路经过数量,铁路最高等级,地区资源,地区建筑,本省建筑,城市特殊名_中文,城市特殊名_英文,来源州文件
base,1822,马哈巴德,Mahabad,2,,所属地区manpower,715857,419,西阿塞拜疆,West Azerbaijan,rural,2,4.0,5,PER,伊朗,Iran,,PER;KUR;AZR,,land,mountain,false,middle_east,7,"8,147,225",3510.20,11.27,1263.00,1.57,0.42,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\419-Azerbaijan.txt
base,7969,卡拉季,Karaj,5,,所属地区manpower,1314948,420,吉兰,Gilan,rural,2,3.0,7,PER,伊朗,Iran,,PER;AZR,,land,mountain,false,middle_east,7,"93,42,51",3578.96,14.16,1249.00,1.57,0.44,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\420-Gilan.txt
base,4901,阿尔达比勒,Ardabil,3,,所属地区manpower,1314948,420,吉兰,Gilan,rural,2,3.0,7,PER,伊朗,Iran,,PER;AZR,,land,hills,false,middle_east,7,"51,12,138",3557.76,14.61,1286.00,1.57,0.36,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\420-Gilan.txt
base,10201,亭可马里,Trincomalee,3,,所属地区manpower,5500000,422,锡兰,Ceylon,rural,2,0.0,8,ENG,大不列颠,Great Britain,,SRL,,land,plains,true,asia,6,"132,75,164",4056.04,9.58,790.00,1.57,0.44,yes,1,1,1,"{""rubber"": 60}","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\422-Ceylon.txt
base,10246,马杜赖,Madurai,3,,所属地区manpower,24993300,423,南马德拉斯,Southern Madras,rural,2,0.0,20,RAJ,印度,India,,,,land,urban,false,asia,6,"132,123,9",4030.76,9.85,824.00,1.57,0.26,yes,1,3,1,"{""rubber"": 19.0}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\423-Madras.txt
base,10278,马德拉斯,Madras,5,,所属地区manpower,24993300,423,南马德拉斯,Southern Madras,rural,2,0.0,20,RAJ,印度,India,,,,land,urban,true,asia,6,"132,156,79",4055.80,9.70,854.00,-1.57,0.20,yes,1,5,1,"{""rubber"": 19.0}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\423-Madras.txt
base,8011,班加罗尔,Bangalore,10,,所属地区manpower,6552000,425,迈索尔,Mysore,rural,2,0.0,12,RAJ,印度,India,,MYS,,land,urban,false,asia,6,"93,87,141",4010.30,11.34,856.00,1.57,0.30,yes,1,3,1,"{""chromium"": 10, ""steel"": 12}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\425-Mysore.txt
base,4315,迈索尔城,Mysore City,10,,所属地区manpower,6552000,425,迈索尔,Mysore,rural,2,0.0,12,RAJ,印度,India,,MYS,,land,urban,false,asia,6,"48,87,3",4003.86,12.45,836.00,1.57,0.26,no,,0,0,"{""chromium"": 10, ""steel"": 12}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\425-Mysore.txt
base,7244,门格洛尔,Mangalore,1,,所属地区manpower,6552000,425,迈索尔,Mysore,rural,2,0.0,12,RAJ,印度,India,,MYS,,land,urban,true,asia,6,"90,15,91",3977.58,10.37,859.00,1.57,0.28,yes,1,1,1,"{""chromium"": 10, ""steel"": 12}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\425-Mysore.txt
base,8087,海德拉巴,Hyderabad City,15,,所属地区manpower,13374676,427,海德拉巴,Hyderabad,town,4,7.0,17,RAJ,印度,India,,HYD,,land,urban,false,asia,6,"93,168,56",4025.76,11.43,930.00,1.57,0.36,yes,1,3,1,"{""chromium"": 11, ""steel"": 13}","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\427-Hyderabad.txt
base,12114,瓦朗加尔,Warangal,1,,所属地区manpower,13374676,427,海德拉巴,Hyderabad,town,4,7.0,17,RAJ,印度,India,,HYD,,land,urban,false,asia,6,"174,12,147",4051.40,10.05,942.00,1.57,0.40,no,,1,1,"{""chromium"": 11, ""steel"": 13}","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\427-Hyderabad.txt
base,10311,奥兰加巴德,Aurangabad,1,,所属地区manpower,13374676,427,海德拉巴,Hyderabad,town,4,7.0,17,RAJ,印度,India,,HYD,,land,plains,false,asia,6,"132,192,14",3991.40,11.30,964.00,1.57,0.36,no,,0,0,"{""chromium"": 11, ""steel"": 13}","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\427-Hyderabad.txt
base,10118,贾姆讷格尔,Jamnagar,1,,所属地区manpower,10489446,428,古吉拉特,Gujarat,town,4,0.0,14,RAJ,印度,India,,WIS,,land,plains,true,asia,6,"131,198,44",3905.40,9.60,1013.00,1.57,0.40,no,,0,0,"{""oil"": 6}","{""arms_factory"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\428-Western Indian States.txt
base,9975,艾哈迈达巴德,Ahmadabad,10,,所属地区manpower,10489446,428,古吉拉特,Gujarat,town,4,0.0,14,RAJ,印度,India,,WIS,,land,urban,true,asia,6,"131,45,54",3935.20,9.70,1021.00,1.57,0.42,yes,1,3,2,"{""oil"": 6}","{""arms_factory"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\428-Western Indian States.txt
base,1349,孟买,Bombay,25,,所属地区manpower,18928000,429,孟买,Bombay,town,4,0.0,16,RAJ,印度,India,,RAJ,KHL,land,urban,true,asia,6,"6,123,130",3945.64,9.50,954.00,1.57,0.26,yes,1,4,1,"{""tungsten"": 26}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 6}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\429-Bombay.txt
base,11929,达卡,Dacca,1,,所属地区manpower,31973300,430,东孟加拉,East Bengal,town,4,1.0,19,RAJ,印度,India,,BAN;PAK;RAJ,,land,urban,true,asia,6,"173,21,142",4217.60,10.00,1037.00,-1.57,0.28,no,,0,0,,"{""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\430-Bangladesh.txt
base,4245,加尔各答,Calcutta,5,,所属地区manpower,18778100,431,西孟加拉,West Bengal,city,6,0.0,15,RAJ,印度,India,,RAJ,,land,urban,true,asia,6,"48,24,28",4180.02,9.90,1016.00,1.57,0.22,yes,1,7,2,"{""steel"": 13.0}","{""air_base"": 2, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 6}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\431-Calcutta.txt
base,12338,大吉岭,Darjeeling,1,,所属地区manpower,18778100,431,西孟加拉,West Bengal,city,6,0.0,15,RAJ,印度,India,,RAJ,,land,mountain,false,asia,6,"175,39,197",4196.68,14.20,1083.00,-1.57,0.32,yes,1,1,1,"{""steel"": 13.0}","{""air_base"": 2, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\431-Calcutta.txt
base,12366,迪斯布尔,Dispur,1,,所属地区manpower,8977100,432,阿萨姆,Assam,town,4,0.0,12,RAJ,印度,India,,,,land,hills,false,asia,6,"175,69,202",4239.88,12.53,1075.00,1.57,0.30,yes,1,1,1,"{""coal"": 1, ""oil"": 5.0}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\432-Assam.txt
base,1908,斋浦尔,Jaipur,5,,所属地区manpower,11786000,433,拉贾斯坦,Rajahsthan,rural,2,9.0,14,RAJ,印度,India,,RJP,,land,desert,false,asia,6,"9,18,60",3964.12,10.28,1082.00,1.57,0.54,no,,2,2,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\433-Rajputana.txt
base,1116,伊塔那噶,Itanagar,1,,所属地区manpower,200000,434,阿鲁纳恰尔,Arunachal Pradesh,wasteland,0,0.0,4,RAJ,印度,India,,RAJ;TIB,,land,plains,false,asia,6,"5,114,30",4269.24,14.09,1100.00,1.57,0.46,no,,0,0,"{""tungsten"": 49}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\434-Arunachal Pradesh.txt
base,4516,巴特那,Patna,1,,所属地区manpower,36574500,435,比哈尔,Bihar,rural,2,0.0,17,RAJ,印度,India,,,,land,urban,false,asia,6,"49,60,73",4131.22,10.20,1062.00,1.57,0.34,yes,1,3,2,"{""coal"": 15}","{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\435-Bihar.txt
base,4950,那格浦尔,Nagpur,5,,所属地区manpower,17990937,436,中央省,Central Provinces,rural,2,0.0,19,RAJ,印度,India,,,,land,forest,false,asia,6,"51,45,163",4015.88,10.58,1006.00,1.57,0.48,no,,1,1,"{""chromium"": 4, ""coal"": 7}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\436-Central Provinces.txt
base,4106,印多尔,Indore,5,,所属地区manpower,9628198,437,中印度,Central India,rural,2,0.0,10,RAJ,印度,India,,CIP,,land,plains,false,asia,6,"47,102,28",3986.76,10.80,1035.00,1.57,0.36,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\437-Central Indian Provinces.txt
base,1377,勒克瑙,Lucknow,10,,所属地区manpower,45365364,438,联合省,United Provinces,town,4,0.0,24,RAJ,印度,India,,,KHL,land,urban,false,asia,6,"6,153,135",4056.68,9.80,1093.00,1.57,0.48,yes,1,1,1,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\438-United Provinces.txt
base,2086,德里,Delhi,30,,所属地区manpower,636246,439,德里,Delhi,large_city,8,1.0,4,RAJ,印度,India,,RAJ,,land,urban,false,asia,6,"9,189,145",4004.92,10.55,1117.00,1.57,0.34,yes,1,5,3,,"{""air_base"": 4, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\439-Delhi.txt
base,10772,拉合尔,Lahore,15,,所属地区manpower,16024000,440,西旁遮普,West Punjab,town,4,0.5,13,RAJ,印度,India,,PAK;KHL,,land,plains,false,asia,6,"135,51,59",3965.24,9.90,1150.00,1.57,0.54,no,,1,1,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\440-West Punjab.txt
base,10898,哈拉帕,Harappa,1,,所属地区manpower,16024000,440,西旁遮普,West Punjab,town,4,0.5,13,RAJ,印度,India,,PAK;KHL,,land,plains,false,asia,6,"135,183,144",3913.32,10.20,1124.00,1.57,0.44,no,,1,1,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\440-West Punjab.txt
base,10173,拉瓦尔品第,Rawalpindi,3,,所属地区manpower,16024000,440,西旁遮普,West Punjab,town,4,0.5,13,RAJ,印度,India,,PAK;KHL,,land,plains,false,asia,6,"132,45,159",3932.48,10.55,1195.00,1.57,0.50,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\440-West Punjab.txt
base,12754,查谟,Jammu,1,,所属地区manpower,2598027,441,克什米尔,Kashmir,rural,2,0.0,7,RAJ,印度,India,,KAS;KHL,RAJ;PAK,land,mountain,false,asia,6,"177,54,187",3981.96,15.21,1194.00,1.57,0.52,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\441-Kashmir.txt
base,12763,白沙瓦,Peshawar,3,,所属地区manpower,4684400,442,白沙瓦,Peshawar,wasteland,0,5.0,3,RAJ,印度,India,,NWF;PAK;KHL,,land,hills,false,asia,6,"177,63,182",3930.16,14.38,1230.00,1.57,0.46,yes,1,1,1,"{""steel"": 3}","{""air_base"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\442-Peshawar.txt
base,3456,卡拉奇,Karachi,25,,所属地区manpower,4524236,443,信德,Sind,city,6,7.0,10,RAJ,印度,India,,RAJ;SIN;PAK,,land,desert,true,asia,6,"44,42,98",3855.50,9.50,1051.00,1.57,0.50,yes,1,1,1,,"{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\443-Sind.txt
base,12049,塞得港,Port Said,5,,所属地区manpower,131732,446,苏伊士,Suez,wasteland,0,0.0,4,ENG,大不列颠,Great Britain,,EGY,,land,plains,true,africa,5,"173,153,222",3308.40,9.80,1159.81,-1.57,0.16,yes,1,2,1,,"{""infrastructure"": 3}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\446-Cairo.txt
base,4073,苏伊士,Suez,3,,所属地区manpower,131732,446,苏伊士,Suez,wasteland,0,0.0,4,ENG,大不列颠,Great Britain,,EGY,,land,desert,true,africa,5,"47,66,143",3309.99,10.40,1140.73,-1.57,0.20,yes,1,2,1,,"{""infrastructure"": 3}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\446-Cairo.txt
base,4076,亚历山大港,Alexandria,10,,所属地区manpower,3859239,447,亚历山大,Alexandria,town,4,0.0,7,ENG,大不列颠,Great Britain,,EGY,,land,urban,true,africa,5,"47,69,208",3275.80,9.90,1160.81,-1.57,0.28,yes,1,1,2,"{""oil"": 1, ""steel"": 3, ""tungsten"": 3}","{""air_base"": 6, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 8, ""naval_supply_hub"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\447-Alexandria.txt
base,1071,阿拉曼,El-Alamein,1,,所属地区manpower,3859239,447,亚历山大,Alexandria,town,4,0.0,7,ENG,大不列颠,Great Britain,,EGY,,land,desert,true,africa,5,"5,66,80",3254.64,9.65,1151.00,1.57,0.26,no,,0,0,"{""oil"": 1, ""steel"": 3, ""tungsten"": 3}","{""air_base"": 6, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\447-Alexandria.txt
base,1149,的黎波里,Tripoli,10,,所属地区manpower,469136,448,的黎波里,Tripoli,town,4,0.0,8,ITA,意大利王国,Kingdom of Italy,,LBA,,land,urban,true,africa,5,"5,147,150",3008.02,10.52,1185.00,1.57,0.22,no,,0,0,,"{""air_base"": 6, ""infrastructure"": 2}","{""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\448-Tripoli.txt
base,11954,班加西,Bengasi,3,,所属地区manpower,82535,450,班加西,Benghasi,wasteland,0,0.0,4,ITA,意大利王国,Kingdom of Italy,,LBA,,land,hills,true,africa,5,"173,51,42",3119.20,9.95,1175.00,1.57,0.20,no,,0,0,,"{""air_base"": 1, ""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\450-Benghasi.txt
base,1130,托布鲁克,Tobruk,5,,所属地区manpower,45628,451,德尔纳,Derna,wasteland,0,4.0,8,ITA,意大利王国,Kingdom of Italy,,LBA,,land,mountain,true,africa,5,"5,129,55",3174.02,12.06,1175.00,1.57,0.22,no,,0,0,,"{""air_base"": 4, ""infrastructure"": 1}","{""naval_base"": 6}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\451-Derna.txt
base,10061,马特鲁港,Marsa Matruh,2,,所属地区manpower,52556,452,马特鲁,Matrouh,wasteland,0,9.0,9,ENG,大不列颠,Great Britain,,EGY,,land,desert,true,africa,5,"131,135,219",3230.40,10.00,1157.00,1.57,0.28,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\452-Marsa Matruh.txt
base,9989,西迪巴拉尼,Sidi Barrani,1,,所属地区manpower,52556,452,马特鲁,Matrouh,wasteland,0,9.0,9,ENG,大不列颠,Great Britain,,EGY,,land,desert,true,africa,5,"131,60,79",3210.48,10.00,1164.00,1.57,0.24,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\452-Marsa Matruh.txt
base,4161,阿里什,El-Arīsh,3,,所属地区manpower,15359,453,西奈,Sinai,wasteland,0,7.0,7,ENG,大不列颠,Great Britain,,EGY,,land,desert,true,middle_east,7,"47,159,223",3336.20,9.98,1156.00,1.57,0.20,no,,1,1,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\453-Sinai.txt
base,10099,沙姆沙伊赫,Sharm el-Sheikh,1,,所属地区manpower,15359,453,西奈,Sinai,wasteland,0,7.0,7,ENG,大不列颠,Great Britain,,EGY,,land,mountain,true,middle_east,7,"131,177,34",3331.20,9.68,1115.00,1.57,0.42,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\453-Sinai.txt
base,1086,耶路撒冷,Jerusalem,3,,所属地区manpower,933142,454,巴勒斯坦,Palestine,rural,2,0.0,10,PAL,巴勒斯坦自由托管领,Free Mandate of Palestine,,PAL;ISR,,land,desert,false,middle_east,7,"5,81,210",3353.37,10.88,1170.00,1.57,0.18,yes,1,1,1,,"{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\454-Israel.txt
base,4206,特拉维夫,Tel Aviv,1,,所属地区manpower,933142,454,巴勒斯坦,Palestine,rural,2,0.0,10,PAL,巴勒斯坦自由托管领,Free Mandate of Palestine,,PAL;ISR,,land,urban,true,middle_east,7,"47,210,33",3347.20,9.50,1174.00,1.57,0.20,yes,1,3,1,,"{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\454-Israel.txt
base,1065,拿撒勒,Nazareth,1,,所属地区manpower,933142,454,巴勒斯坦,Palestine,rural,2,0.0,10,PAL,巴勒斯坦自由托管领,Free Mandate of Palestine,,PAL;ISR,,land,plains,true,middle_east,7,"5,57,135",3360.16,10.33,1193.00,-1.57,0.24,yes,1,3,1,,"{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}",,ISR:纳斯拉特; PAL:纳西拉,ISR:Nāsrat; PAL:Al-Nasirah,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\454-Israel.txt
base,7151,安曼,Amman,2,,所属地区manpower,932000,455,约旦,Jordan,rural,2,0.0,13,JOR,约旦王国,Kingdom of Jordan,,JOR,,land,mountain,false,middle_east,7,"89,135,56",3363.02,9.62,1174.00,1.57,0.22,yes,1,3,1,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\455-Jordan.txt
base,11976,马安,Ma'an,1,,所属地区manpower,932000,455,约旦,Jordan,rural,2,0.0,13,JOR,约旦王国,Kingdom of Jordan,,JOR,,land,desert,false,middle_east,7,"173,75,17",3369.12,12.05,1138.00,1.57,0.32,yes,1,2,1,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\455-Jordan.txt
base,12071,卢克索,Luxor,3,,所属地区manpower,4224516,456,阿斯旺,Aswan,rural,2,0.0,15,ENG,大不列颠,Great Britain,,EGY,,land,desert,false,africa,5,"173,177,197",3317.48,10.10,1070.00,1.57,0.28,no,,1,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\456-Luxor.txt
base,11974,艾斯尤特,Asyut,1,,所属地区manpower,4224516,456,阿斯旺,Aswan,rural,2,0.0,15,ENG,大不列颠,Great Britain,,EGY,,land,desert,false,africa,5,"173,72,52",3283.48,10.04,1092.00,1.57,0.26,no,,1,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\456-Luxor.txt
base,11999,阿斯旺,Aswan,1,,所属地区manpower,4224516,456,阿斯旺,Aswan,rural,2,0.0,15,ENG,大不列颠,Great Britain,,EGY,,land,desert,false,africa,5,"173,99,92",3320.84,10.06,1040.00,1.57,0.24,yes,1,1,2,,"{""infrastructure"": 2}","{""dam"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\456-Luxor.txt
base,12002,赫嘎达,Hurghada,1,,所属地区manpower,2194,457,东部沙漠,Eastern Desert,wasteland,0,0.0,9,ENG,大不列颠,Great Britain,,EGY,,land,mountain,true,africa,5,"173,102,57",3331.72,10.10,1093.85,1.57,0.42,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\457-Aswan.txt
base,11969,突尼斯,Tunis,10,,所属地区manpower,1982940,458,突尼斯,Tunisia,town,4,0.0,12,FRA,波旁法国,Bourbon France,,TUN,,land,urban,true,africa,5,"173,66,67",2961.37,10.58,1264.00,1.57,0.18,yes,1,3,2,"{""steel"": 31}","{""air_base"": 8, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\458-Tunisia.txt
base,9994,比塞大,Bizerte,1,,所属地区manpower,1982940,458,突尼斯,Tunisia,town,4,0.0,12,FRA,波旁法国,Bourbon France,,TUN,,land,hills,true,africa,5,"131,63,194",2949.30,9.97,1266.00,1.57,0.30,yes,1,1,2,"{""steel"": 31}","{""air_base"": 8, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 8}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\458-Tunisia.txt
base,11921,斯法克斯,Sfax,1,,所属地区manpower,1982940,458,突尼斯,Tunisia,town,4,0.0,12,FRA,波旁法国,Bourbon France,,TUN,,land,plains,true,africa,5,"173,12,192",2974.00,9.80,1228.63,-1.57,0.32,yes,1,1,2,"{""steel"": 31}","{""air_base"": 8, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\458-Tunisia.txt
base,1145,阿尔及尔,Algiers,5,,所属地区manpower,3089944,459,阿尔及尔,Algiers,town,4,0.0,10,FRA,波旁法国,Bourbon France,,ALG,,land,urban,true,africa,5,"5,144,80",2849.30,10.76,1258.00,1.57,0.24,yes,1,2,2,"{""coal"": 2, ""steel"": 65}","{""air_base"": 5, ""infrastructure"": 2}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\459-Western Algeria.txt
base,7132,奥兰,Oran,5,,所属地区manpower,3089944,459,阿尔及尔,Algiers,town,4,0.0,10,FRA,波旁法国,Bourbon France,,ALG,,land,mountain,true,africa,5,"89,114,46",2793.48,10.30,1240.00,1.57,0.28,yes,1,3,2,"{""coal"": 2, ""steel"": 65}","{""air_base"": 5, ""infrastructure"": 2}","{""naval_base"": 6}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\459-Western Algeria.txt
base,7081,安纳巴,Annaba,1,,所属地区manpower,2343837,460,康斯坦丁,Constantine,town,4,0.0,11,FRA,波旁法国,Bourbon France,,ALG,,land,hills,true,africa,5,"89,60,66",2919.96,9.60,1266.16,-1.57,0.20,yes,1,2,2,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\460-Eastern Algeria.txt
base,12051,康斯坦丁,Constantine,3,,所属地区manpower,2343837,460,康斯坦丁,Constantine,town,4,0.0,11,FRA,波旁法国,Bourbon France,,ALG,,land,hills,true,africa,5,"173,156,82",2911.88,12.10,1255.52,-1.57,0.24,yes,1,3,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\460-Eastern Algeria.txt
base,7069,卡萨布兰卡,Casablanca,10,,所属地区manpower,3197719,461,卡萨布兰卡,Casablanca,rural,2,0.0,17,FRA,波旁法国,Bourbon France,,MOR,,land,urban,true,africa,5,"89,48,6",2682.37,10.44,1200.00,1.57,0.34,yes,1,2,2,"{""chromium"": 12.0, ""coal"": 3}","{""air_base"": 4, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\461-Northern Morocco.txt
base,10070,拉巴特,Rabat,2,,所属地区manpower,3197719,461,卡萨布兰卡,Casablanca,rural,2,0.0,17,FRA,波旁法国,Bourbon France,,MOR,,land,plains,true,africa,5,"131,144,214",2698.76,9.57,1212.00,1.57,0.32,no,,1,2,"{""chromium"": 12.0, ""coal"": 3}","{""air_base"": 4, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\461-Northern Morocco.txt
base,4108,马拉喀什,Marrakech,3,,所属地区manpower,1865552,462,马拉喀什,Marrakech,wasteland,0,0.0,14,FRA,波旁法国,Bourbon France,,MOR,,land,mountain,false,africa,5,"47,102,178",2677.32,12.67,1159.00,1.57,0.52,yes,1,1,2,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\462-Southern Morocco.txt
base,13090,乌纳拉斯卡,Unalaska,1,,所属地区manpower,67500,463,阿拉斯加,Alaska,rural,2,0.0,15,USA,美利坚,America,,,,land,plains,true,north_america,2,"99,198,150",176.44,9.50,1814.00,1.57,0.76,no,,0,0,,"{""air_base"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\463-Alaska.txt
base,13091,安克雷奇,Anchorage,3,,所属地区manpower,67500,463,阿拉斯加,Alaska,rural,2,0.0,15,USA,美利坚,America,,,,land,mountain,true,north_america,2,"99,198,151",459.06,9.65,1996.00,1.57,0.66,no,,0,0,,"{""air_base"": 1, ""infrastructure"": 1}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\463-Alaska.txt
base,7361,哈利法克斯,Halifax,3,,所属地区manpower,490912,464,新斯科舍,Nova Scotia,rural,2,11.0,8,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,forest,true,north_america,2,"90,117,226",1811.01,9.90,1632.62,-1.57,0.36,yes,1,1,2,"{""coal"": 7}","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\464-Nova Scotia.txt
